Workout Timestamp,Live/On-Demand,Instructor Name,Length (minutes),Fitness Discipline,Type,Title,Class Timestamp,Total Output,Avg. Watts,Avg. Resistance,Avg. Cadence (RPM),Avg. Speed (mph),Distance (mi),Calories Burned,Avg. Heartrate,Avg. Incline,Avg. Pace (min/mi)
2021-01-12 06:27 (BST),On Demand,Olivia Amato,45,Cycling,Power Zone,45 min Power Zone Endurance Ride,2020-07-30 22:49 (BST),321,119,41%,81,17.20,12.89,462,,,
2021-01-12 22:07 (BST),On Demand,Cody Rigsby,10,Meditation,Relax & Sleep,10 min Calming Meditation,2021-01-12 15:00 (BST),,,,,,,,,,
2021-01-13 22:00 (BST),On Demand,Aditi Shah,10,Meditation,Relax & Sleep,10 min Sleep Meditation,2020-04-30 00:00 (BST),,,,,,,,,,
2021-01-14 06:33 (BST),On Demand,Leanne Hainsby,45,Cycling,Intervals,45 min Tabata Ride,2020-03-03 12:15 (BST),372,138,42%,82,17.84,13.38,535,,,
2021-01-14 22:21 (BST),On Demand,Ross Rayburn,10,Meditation,Relax & Sleep,10 min Sleep Meditation,2020-09-09 15:00 (BST),,,,,,,,,,
2021-01-18 22:15 (BST),On Demand,Anna Greenberg,10,Meditation,Emotions,10 min Peace Meditation,2021-01-18 15:35 (BST),,,,,,,,,,
2021-01-19 06:26 (BST),On Demand,Olivia Amato,45,Cycling,Intervals,45 min HIIT & Hills Ride,2020-02-05 10:49 (BST),392,145,47%,73,18.03,13.52,564,,,
2021-01-20 06:55 (BST),On Demand,Sam Yo,30,Cycling,Intervals,30 min HIIT Ride,2021-01-04 19:30 (BST),252,140,43%,80,17.89,8.94,362,,,
2021-01-21 22:21 (BST),On Demand,Aditi Shah,10,Meditation,Zen in Ten,Zen in Ten,2021-01-20 15:38 (BST),,,,,,,,,,
2021-01-22 06:48 (BST),On Demand,Olivia Amato,45,Cycling,Power Zone,45 min Power Zone Ride,2020-10-30 15:25 (BST),359,133,40%,86,17.76,13.32,517,,,
2021-01-23 22:11 (BST),On Demand,Aditi Shah,10,Meditation,Emotions,10 min Calming Meditation,2021-01-21 23:37 (BST),,,,,,,,,,
2021-01-24 22:02 (BST),On Demand,Kristin McGee,10,Meditation,Emotions,10 min Empathy Meditation,2021-01-24 14:36 (BST),,,,,,,,,,
2021-01-25 06:40 (BST),On Demand,Leanne Hainsby,45,Cycling,Intervals,45 min HIIT & Hills Ride,2020-09-09 18:20 (BST),443,164,49%,76,19.36,14.51,638,,,
2021-01-25 22:09 (BST),On Demand,Ross Rayburn,10,Meditation,Emotions,10 min Happiness Meditation,2021-01-23 14:38 (BST),,,,,,,,,,
2021-01-26 06:36 (BST),On Demand,Olivia Amato,45,Cycling,Power Zone,45 min Power Zone Ride,2020-12-07 10:51 (BST),358,133,39%,90,17.84,13.37,516,,,
2021-01-28 06:31 (BST),On Demand,Olivia Amato,45,Cycling,Power Zone,45 min Power Zone Endurance Ride,2021-01-22 16:23 (BST),332,123,37%,93,17.48,13.10,478,,,
2021-01-29 06:50 (BST),On Demand,Olivia Amato,45,Cycling,Intervals,45 min HIIT & Hills Ride,2021-01-25 10:51 (BST),455,169,51%,72,19.32,14.48,654,,,
2021-01-30 22:14 (BST),On Demand,Aditi Shah,10,Meditation,Mindfulness,10 min Riopy Meditation,2021-01-28 23:37 (BST),,,,,,,,,,
2021-01-31 21:51 (BST),On Demand,Ross Rayburn,10,Meditation,Mindfulness,10 min Breathing Meditation,2021-01-28 13:00 (BST),,,,,,,,,,
2021-02-01 06:32 (BST),On Demand,Olivia Amato,45,Cycling,Intervals,45 min HIIT & Hills Ride,2020-02-19 10:47 (BST),418,155,48%,74,18.65,13.98,602,,,
2021-02-01 22:21 (BST),On Demand,Aditi Shah,10,Meditation,Emotions,10 min Courage Meditation,2021-01-26 13:37 (BST),,,,,,,,,,
2021-02-02 06:31 (BST),On Demand,Olivia Amato,45,Cycling,Power Zone,45 min Power Zone Ride,2020-03-04 11:00 (BST),364,135,41%,86,18.01,13.50,524,,,
2021-02-02 22:12 (BST),On Demand,Aditi Shah,10,Meditation,Audio Only,10 min Empathy Meditation,2021-02-02 16:00 (BST),,,,,,,,,,
2021-02-03 22:16 (BST),On Demand,Anna Greenberg,10,Meditation,Emotions,10 min Kindness Meditation,2021-02-02 23:36 (BST),,,,,,,,,,
2021-02-04 06:28 (BST),On Demand,Matt Wilpers,45,Cycling,Power Zone,45 min Power Zone Endurance Ride,2019-05-23 10:47 (BST),342,127,41%,82,17.70,13.28,492,,,
2021-02-04 22:17 (BST),On Demand,Aditi Shah,10,Meditation,Mindfulness,10 min Riopy Meditation,2021-01-28 23:37 (BST),,,,,,,,,,
2021-02-05 06:33 (BST),On Demand,Ben Alldis,45,Cycling,Intervals,45 min HIIT & Hills Ride,2020-09-19 16:00 (BST),383,142,46%,77,18.18,13.63,551,,,
2021-02-07 21:52 (BST),On Demand,Ross Rayburn,10,Meditation,Emotions,10 min Meditation for Healing,2021-02-06 14:39 (BST),,,,,,,,,,
2021-02-08 06:19 (BST),On Demand,Leanne Hainsby,45,Cycling,Intervals,45 min HIIT & Hills Ride,2020-09-25 14:20 (BST),412,153,50%,71,18.47,13.85,593,,,
2021-02-08 22:01 (BST),On Demand,Kristin McGee,10,Meditation,Relax & Sleep,10 min Calming Meditation,2020-09-20 14:37 (BST),,,,,,,,,,
2021-02-09 06:31 (BST),On Demand,Matt Wilpers,45,Cycling,Power Zone,45 min Power Zone Ride,2021-02-03 10:52 (BST),354,131,42%,82,17.83,13.36,510,,,
2021-02-09 22:14 (BST),On Demand,Kristin McGee,10,Meditation,Emotions,10 min Gratitude Meditation,2020-12-13 14:39 (BST),,,,,,,,,,
2021-02-11 06:15 (BST),On Demand,Olivia Amato,45,Cycling,Power Zone,45 min Power Zone Endurance Ride,2020-07-30 22:49 (BST),345,128,41%,83,17.75,13.31,496,,,
2021-02-11 22:10 (BST),On Demand,Ross Rayburn,10,Meditation,Emotions,10 min Courage Meditation,2021-02-11 13:37 (BST),,,,,,,,,,
2021-02-12 06:23 (BST),On Demand,Olivia Amato,30,Cycling,Power Zone,30 min Power Zone Max Ride,2020-07-16 12:54 (BST),247,138,40%,82,17.20,8.59,356,,,
2021-02-13 22:09 (BST),On Demand,Aditi Shah,10,Meditation,Mindfulness,10 min Body Scan Meditation,2020-09-09 21:30 (BST),,,,,,,,,,
2021-02-14 07:39 (BST),On Demand,Matt Wilpers,15,Cycling,Power Zone,15 min FTP Warm Up Ride,2021-01-03 13:30 (BST),106,117,39%,86,16.96,4.24,152,,,
2021-02-14 07:57 (BST),On Demand,Matt Wilpers,20,Cycling,Power Zone,20 min FTP Test Ride,2021-01-03 13:45 (BST),227,189,46%,90,20.91,6.96,326,,,
2021-02-14 21:56 (BST),On Demand,Aditi Shah,10,Meditation,Mindfulness,10 min Breathing Meditation,2021-02-14 15:00 (BST),,,,,,,,,,
2021-02-15 06:29 (BST),On Demand,Olivia Amato,45,Cycling,Power Zone,45 min Power Zone Ride,2021-02-09 12:53 (BST),376,139,41%,86,18.22,13.66,541,,,
2021-02-17 06:46 (BST),On Demand,Olivia Amato,30,Cycling,Power Zone,30 min Power Zone Max Ride,2021-01-18 10:52 (BST),211,140,41%,84,17.90,7.51,304,,,
2021-02-19 06:40 (BST),On Demand,Olivia Amato,30,Cycling,Power Zone,30 min Power Zone Endurance Ride,2021-02-12 16:25 (BST),227,126,40%,86,17.55,8.77,325,,,
2021-02-21 22:14 (BST),On Demand,Aditi Shah,10,Meditation,Relax & Sleep,10 min Calming Meditation,2021-02-17 15:37 (BST),,,,,,,,,,
2021-02-22 06:22 (BST),On Demand,Matt Wilpers,60,Cycling,Power Zone,60 min Power Zone Ride,2020-12-12 12:53 (BST),536,149,43%,85,18.76,18.75,767,,,
2021-02-22 22:06 (BST),On Demand,Kristin McGee,10,Meditation,Audio Only,10 min Sleep Meditation,2021-02-16 16:00 (BST),,,,,,,,,,
2021-02-23 06:36 (BST),On Demand,Matt Wilpers,30,Cycling,Power Zone,30 min Power Zone Max Ride,2019-11-20 16:19 (BST),239,139,42%,80,17.30,8.44,343,,,
2021-02-23 07:06 (BST),,,1,Cycling,,1 min 55 sec Just Ride,,19,160,39%,86,17.72,0.57,27,,,
2021-02-23 22:07 (BST),On Demand,Kristin McGee,10,Meditation,Emotions,10 min Gratitude Meditation,2021-02-23 15:36 (BST),,,,,,,,,,
2021-02-24 22:08 (BST),On Demand,Aditi Shah,10,Meditation,Emotions,10 min Happiness Meditation,2021-02-14 15:00 (BST),,,,,,,,,,
2021-02-25 06:15 (BST),On Demand,Matt Wilpers,60,Cycling,Power Zone,60 min Power Zone Endurance Ride,2020-11-07 12:53 (BST),478,133,41%,85,18.05,18.04,685,,,
2021-02-25 22:13 (BST),On Demand,Ross Rayburn,10,Meditation,Emotions,10 min Empathy Meditation,2021-02-26 15:00 (BST),,,,,,,,,,
2021-02-26 06:20 (BST),On Demand,Olivia Amato,30,Cycling,Intervals,30 min HIIT & Hills Ride,2021-02-15 10:51 (BST),306,170,54%,66,18.97,9.48,438,,,
2021-02-27 22:42 (BST),On Demand,Aditi Shah,10,Meditation,Emotions,10 min Courage Meditation,2021-02-25 23:38 (BST),,,,,,,,,,
2021-02-28 21:51 (BST),On Demand,Ross Rayburn,10,Meditation,Mindfulness,10 min Witness Meditation,2021-02-23 15:00 (BST),,,,,,,,,,
2021-03-01 06:07 (BST),On Demand,Matt Wilpers,60,Cycling,Power Zone,60 min Power Zone Ride,2020-09-05 12:50 (BST),507,141,42%,84,18.35,18.35,726,,,
2021-03-01 22:07 (BST),On Demand,Kristin McGee,10,Meditation,Emotions,10 min Calming Meditation,2021-03-01 13:38 (BST),,,,,,,,,,
2021-03-02 05:57 (BST),On Demand,Olivia Amato,30,Cycling,Power Zone,30 min Power Zone Max Ride,2021-01-18 10:52 (BST),255,142,41%,84,17.80,8.89,366,,,
2021-03-02 21:59 (BST),On Demand,Aditi Shah,10,Meditation,Relax & Sleep,10 min Calming Meditation,2021-02-17 15:37 (BST),,,,,,,,,,
2021-03-03 21:54 (BST),On Demand,Anna Greenberg,10,Meditation,Emotions,10 min Gratitude Meditation,2021-03-03 15:37 (BST),,,,,,,,,,
2021-03-04 06:06 (BST),On Demand,Matt Wilpers,60,Cycling,Power Zone,60 min Power Zone Endurance Ride,2020-12-19 12:53 (BST),479,133,41%,85,18.11,18.11,687,,,
2021-03-04 21:49 (BST),On Demand,Aditi Shah,10,Meditation,Emotions,10 min Peace Meditation,2021-02-14 15:00 (BST),,,,,,,,,,
2021-03-05 06:05 (BST),On Demand,Ben Alldis,30,Cycling,Intervals,30 min HIIT & Hills Ride,2021-02-22 06:55 (BST),287,160,47%,78,19.12,9.56,412,,,
2021-03-06 22:16 (BST),On Demand,Aditi Shah,10,Meditation,Mindfulness,10 min Body Scan Meditation,2021-03-04 23:37 (BST),,,,,,,,,,
2021-03-07 22:13 (BST),On Demand,Kristin McGee,10,Meditation,Relax & Sleep,10 min Relaxing Meditation,2021-03-07 14:39 (BST),,,,,,,,,,
2021-03-08 12:12 (BST),On Demand,Olivia Amato,30,Cycling,Power Zone,30 min Power Zone Max Ride,2021-01-18 10:52 (BST),277,154,43%,86,18.78,9.38,397,,,
2021-03-08 21:50 (BST),On Demand,Kristin McGee,10,Meditation,Mindfulness,10 min WHM: Intention Meditation,2021-03-08 13:45 (BST),,,,,,,,,,
2021-03-09 05:19 (BST),On Demand,Matt Wilpers,60,Cycling,Power Zone,60 min Power Zone Ride,2020-10-17 12:53 (BST),512,151,44%,84,18.99,18.23,734,,,
2021-03-09 21:43 (BST),On Demand,Aditi Shah,10,Meditation,Relax & Sleep,10 min Sleep Meditation,2019-07-25 21:15 (BST),,,,,,,,,,
2021-03-10 21:54 (BST),On Demand,Kristin McGee,10,Meditation,Mindfulness,10 min Body Scan Meditation,2021-03-10 15:00 (BST),,,,,,,,,,
2021-03-11 06:21 (UTC),On Demand,Matt Wilpers,60,Cycling,Power Zone,60 min Power Zone Ride,2020-09-19 11:51 (UTC),5,71,32%,83,14.02,0.30,8,,,
2021-03-11 06:23 (UTC),On Demand,Matt Wilpers,60,Cycling,Power Zone,60 min Power Zone Endurance Ride,2021-02-27 12:53 (UTC),485,135,41%,87,18.20,18.20,695,,,
2021-03-11 22:23 (BST),On Demand,Anna Greenberg,10,Meditation,Relax & Sleep,10 min Sleep Meditation,2021-03-11 15:00 (BST),,,,,,,,,,
2021-03-12 06:16 (UTC),On Demand,Sam Yo,30,Cycling,Intervals,30 min HIIT & Hills Ride,2021-01-14 11:30 (UTC),279,155,46%,78,18.76,9.38,399,,,
2021-03-13 22:19 (BST),On Demand,Aditi Shah,10,Meditation,Zen in Ten,Zen in Ten,2021-03-12 15:00 (BST),,,,,,,,,,
2021-03-14 22:05 (BST),On Demand,Ross Rayburn,10,Meditation,Emotions,10 min Acceptance Meditation,2021-03-13 14:38 (BST),,,,,,,,,,
2021-03-15 06:26 (UTC),On Demand,Matt Wilpers,60,Cycling,Power Zone,60 min Power Zone Ride,2020-07-18 11:49 (UTC),520,145,42%,86,18.66,18.66,746,,,
2021-03-15 21:47 (BST),On Demand,Anna Greenberg,10,Meditation,Emotions,10 min Calming Meditation,2021-03-09 23:36 (BST),,,,,,,,,,
2021-03-16 06:27 (UTC),On Demand,Matt Wilpers,30,Cycling,Power Zone,30 min Power Zone Max Ride,2019-10-16 15:17 (UTC),273,152,43%,86,18.68,9.34,391,,,
2021-03-16 22:03 (BST),On Demand,Ross Rayburn,10,Meditation,Audio Only,10 min Sleep Meditation,2021-03-16 15:00 (BST),,,,,,,,,,
2021-03-17 22:08 (BST),On Demand,Anna Greenberg,10,Meditation,Mindfulness,10 min WHM: Intention Meditation,2021-03-15 14:37 (BST),,,,,,,,,,
2021-03-18 06:24 (UTC),On Demand,Matt Wilpers,60,Cycling,Power Zone,60 min Power Zone Endurance Ride,2021-01-30 12:52 (UTC),483,134,41%,87,18.18,18.18,691,,,
2021-03-18 21:58 (BST),On Demand,Aditi Shah,10,Meditation,Zen in Ten,Zen in Ten,2021-03-12 15:00 (BST),,,,,,,,,,
2021-03-19 06:28 (UTC),On Demand,Sam Yo,30,Cycling,Intervals,30 min HIIT & Hills Ride,2021-02-03 18:24 (UTC),285,158,48%,77,19.03,9.52,408,,,
2021-03-20 22:09 (BST),On Demand,Ross Rayburn,10,Meditation,Emotions,10 min Happiness Meditation,2021-03-20 13:37 (BST),,,,,,,,,,
2021-03-21 22:11 (BST),On Demand,Anna Greenberg,10,Meditation,Relax & Sleep,10 min Sleep Meditation,2021-03-11 15:00 (BST),,,,,,,,,,
2021-03-22 06:03 (UTC),On Demand,Matt Wilpers,60,Cycling,Power Zone,60 min Power Zone Ride,2020-12-12 12:53 (UTC),538,150,43%,85,18.81,18.82,772,,,
2021-03-22 22:09 (BST),On Demand,Anna Greenberg,10,Meditation,Emotions,10 min Meditation for Healing,2021-03-22 14:37 (BST),,,,,,,,,,
2021-03-23 06:54 (UTC),On Demand,Matt Wilpers,30,Cycling,Power Zone,30 min Power Zone Max Ride,2019-05-17 14:18 (UTC),253,141,40%,89,18.14,9.07,363,,,
2021-03-25 21:58 (BST),On Demand,Aditi Shah,10,Meditation,Relax & Sleep,10 min Relaxing Meditation,2021-03-23 12:36 (BST),,,,,,,,,,
2021-03-26 06:22 (UTC),On Demand,Matt Wilpers,60,Cycling,Power Zone,60 min Power Zone Endurance Ride,2020-08-08 11:51 (UTC),490,136,41%,88,18.26,18.25,702,,,
2021-03-28 08:25 (+01),On Demand,Olivia Amato,30,Cycling,Intervals,30 min HIIT & Hills Ride,2021-03-22 10:51 (+01),331,184,51%,77,20.09,10.04,474,,,
2021-03-28 22:19 (BST),On Demand,Kristin McGee,10,Meditation,Relax & Sleep,10 min Sleep Meditation,2021-03-24 14:00 (BST),,,,,,,,,,
2021-03-29 07:00 (+01),On Demand,Olivia Amato,30,Cycling,Power Zone,30 min Power Zone Endurance Ride,2021-02-05 17:24 (+01),242,134,41%,88,18.15,9.08,346,,,
2021-03-29 22:13 (BST),On Demand,Ross Rayburn,10,Meditation,Emotions,10 min Gratitude Meditation,2021-03-26 13:38 (BST),,,,,,,,,,
2021-03-31 06:33 (+01),On Demand,Olivia Amato,30,Cycling,Power Zone,30 min Power Zone Ride,2020-10-18 16:45 (+01),278,154,42%,89,18.95,9.47,398,,,
2021-04-02 10:01 (+01),On Demand,Olivia Amato,30,Cycling,Power Zone,30 min Power Zone Endurance Ride,2020-09-06 16:45 (+01),235,130,39%,90,17.89,8.94,336,,,
2021-04-04 04:17 (BST),On Demand,Aditi Shah,10,Meditation,Relax & Sleep,10 min Calming Meditation,2021-04-03 15:00 (BST),,,,,,,,,,
2021-04-04 10:14 (+01),On Demand,Leanne Hainsby,30,Cycling,Intervals,30 min HIIT & Hills Ride,2021-03-29 07:55 (+01),199,139,47%,74,18.17,7.21,285,,,
2021-04-07 08:27 (+01),On Demand,Olivia Amato,30,Cycling,Power Zone,30 min Power Zone Endurance Ride,2021-02-12 17:25 (+01),235,131,39%,90,17.95,8.98,337,,,
2021-04-08 21:54 (BST),On Demand,Aditi Shah,10,Meditation,Audio Only,10 min Sleep Meditation,2021-03-30 16:00 (BST),,,,,,,,,,
2021-04-09 06:23 (+01),On Demand,Matt Wilpers,60,Cycling,Power Zone,60 min Power Zone Endurance Ride,2021-04-03 12:21 (+01),505,140,41%,89,18.52,18.52,724,,,
2021-04-09 22:23 (BST),On Demand,Anna Greenberg,10,Meditation,Audio Only,10 min Peace Meditation,2021-03-30 16:00 (BST),,,,,,,,,,
2021-04-10 07:02 (+01),On Demand,Matt Wilpers,60,Cycling,Power Zone,60 min Power Zone Ride,2021-03-27 12:52 (+01),540,150,43%,86,18.81,18.80,774,,,
2021-04-10 21:50 (BST),On Demand,Aditi Shah,10,Meditation,Mindfulness,10 min WHM: Intention Meditation,2021-03-22 14:00 (BST),,,,,,,,,,
2021-04-11 22:10 (BST),On Demand,Aditi Shah,10,Meditation,Emotions,10 min Kindness Meditation,2021-04-11 15:00 (BST),,,,,,,,,,
2021-04-12 06:17 (+01),On Demand,Matt Wilpers,30,Cycling,Power Zone,30 min Power Zone Endurance Ride,2020-07-08 12:50 (+01),245,136,40%,90,18.23,9.12,352,,,
2021-04-12 22:08 (BST),On Demand,Ross Rayburn,10,Meditation,Relax & Sleep,10 min Relaxing Meditation,2021-03-22 14:00 (BST),,,,,,,,,,
